ld,Record No,Koala Name,Date,Year,Call Date Time,LAT,LNG,Adult Fate Other,Adult Size,Adult Gender,Adult Situation,Young Present,Adult Fate,Young Fate Other,Koala Found Address,Koala Post Code,LGA,Sick,Injured,Caused By Dog,Orphaned,Under Threat,Dead,Conjunctivitis,Cystitis,Wasted,Vehicle Hit,Road Speed Limit,Fall,Injury Other,Field Comments
410,A 66975,WINSTON,Jul-18,2018,2018-07-03T00:00:00,-27.2506517,153.086031,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,29 Enoch Street,4019,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
413,A 65125,BEANY,Jul-18,2018,2018-07-04T00:00:00,-27.2410738,153.0916436,,Adult (More than 4kg),,On ground,FALSE,Hospital,,167 Maine Road,4019,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
417,A 66979,COLIN,Jul-18,2018,2018-07-06T00:00:00,-27.3347687,152.9544048,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,16 Queen Elizabeth Drive,4037,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
418,A 65127,MONTANA,Jul-18,2018,2018-07-06T00:00:00,-27.1541916,152.8900888,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Forest Hills Drive,4506,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
419,A 66980,MEEKA,Jul-18,2018,2018-07-06T00:00:00,-27.2492898,152.9745894,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,3 Pine Crest Drive,4503,Moreton Bay Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
421,A 66368,McGUIRE,Jul-18,2018,2018-07-09T00:00:00,-27.2737281,152.9511363,,Young (up to 2kg),,In captivity,FALSE,Hospital,,Youngs Crossing Road,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
422,A 66367,HART,Jul-18,2018,2018-07-09T00:00:00,-27.2728967,152.9515312,euthanased by vet,Adult (More than 4kg),,In captivity,TRUE,Hospital,,Youngs Crossing Road,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
428,A 60487,DANNY,Jul-18,2018,2018-07-09T00:00:00,-27.2255,153.08023,taken to vet,Adult (More than 4kg),,Other,FALSE,Hospital,,Anzac Avenue,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
433,A 66984,REILLY,Jul-18,2018,2018-07-10T00:00:00,-27.1393963,152.9596538,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Lindsay Road,4505,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
439,A 60488,EOA,Jul-18,2018,2018-07-12T00:00:00,-27.3379977,152.9730859,,Adult (More than 4kg),,On ground,FALSE,Hospital,,85 Greensill Road,4035,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
442,A 67166,CARLA,Jul-18,2018,2018-07-13T00:00:00,-27.2345936,153.0360382,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,,4509,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
447,A 66985,ARLO,Jul-18,2018,2018-07-14T00:00:00,-27.298658,152.9554623,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,43 Michael Drive,4500,Moreton Bay Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
450,A 66987,CARLTON,Jul-18,2018,2018-07-14T00:00:00,-27.3363836,152.9597341,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Apex Street,4037,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
453,A 65129,VERA,Jul-18,2018,2018-07-15T00:00:00,-27.3322334,152.8194948,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,544 Cedar Creek Road,4520,Moreton Bay Regional ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,
457,A 63945,BENTLEY,Jul-18,2018,2018-07-16T00:00:00,-27.2733492,152.988836,EVE,Young (up to 2kg),,Other,FALSE,Other,,965 Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
459,A 63946,MALIBU,Jul-18,2018,2018-07-17T00:00:00,-27.272777,152.9859178,EVE,Young (up to 2kg),,Other,FALSE,Hospital,,965 Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
461,A 60489,EOA,Jul-18,2018,2018-07-17T00:00:00,-27.236359,152.831757,,Adult (More than 4kg),,Other,FALSE,Hospital,,Kobble Creek Road,4520,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
463,A 60490,DOA,Jul-18,2018,2018-07-18T00:00:00,-27.223727,152.970382,,Adult (More than 4kg),,On ground,FALSE,Hospital,,339 Narangba Road,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
464,A 60491,DOA,Jul-18,2018,2018-07-18T00:00:00,-27.285006,152.994006,,Young (up to 2kg),,On ground,FALSE,Hospital,,Walker Road,4501,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,,
465,A 60492,DILLINGER,Jul-18,2018,2018-07-18T00:00:00,-27.269971,152.975284,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Old Dayboro Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
472,A 66989,BUNNIE,Jul-18,2018,2018-07-20T00:00:00,-27.2163589,153.053004,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Stubbins Road,4022,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
473,A 66369,MUELLER,Jul-18,2018,2018-07-20T00:00:00,-27.21602,153.072736,,Adult (More than 4kg),,In tree,FALSE,Hospital,,4 Nelson Court,4021,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
493,A 66992,SAXON,Jul-18,2018,2018-07-23T00:00:00,-27.3657874,152.9754211,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Old Northern Road,4055,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
496,A 65132,MAY,Jul-18,2018,2018-07-24T00:00:00,-27.2309058,152.974611,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Pine Rivers Golf Club,4504,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
505,A 65134,TROYA,Jul-18,2018,2018-07-26T00:00:00,-27.2195291,152.9620281,,Adult (More than 4kg),,In tree,FALSE,Hospital,,68 Cooper Road,4503,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
507,A 66431,EOA,Jul-18,2018,2018-07-27T00:00:00,-27.291461,152.985581,taken to vet for treatment,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Paisley Drive,4501,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
514,A 66435,ANDREW,Jul-18,2018,2018-07-28T00:00:00,-27.2525569,152.9160852,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,9 Andrew Clark Road,4503,Moreton Bay Regional ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,,
515,A 66436,AMANZI,Jul-18,2018,2018-07-29T00:00:00,-27.2471638,152.9725204,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,58 Pine Crescent Drive,4503,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
518,A 63947,RAJ,Jul-18,2018,2018-07-31T00:00:00,-27.2726245,152.9871624,EVE,Young (up to 2kg),,Other,FALSE,Other,,965 Gympie Road,4502,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
519,A 66998,PETE,Jul-18,2018,2018-07-31T00:00:00,-27.244844,153.0834239,RSPCA,Adult (More than 4kg),,Other,FALSE,Hospital,,16 Snook Street,4019,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
521,A 65137,RICOCHET,Jul-18,2018,2018-07-31T00:00:00,-27.2204097,153.0707118,,Adult (More than 4kg),,In tree,FALSE,Hospital,,9 Chelsea Street,4021,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
406,A 65650,EOA,Jul-18,2018,2018-07-02T00:00:00,-27.6230561,153.1652767,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,253 Daisy Hill Road,4127,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
476,A 67174,TINY TICKLES,Jul-18,2018,2018-07-21T00:00:00,-27.8364032,153.0940261,CWS,Adult (More than 4kg),,Other,FALSE,Hospital,,13 Currawong Court,4270,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
495,A 66994,DOA,Jul-18,2018,2018-07-24T00:00:00,-27.7399485,153.0846151,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,829 Chambers Flat Road,4133,Logan City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
512,A 66996,KIM,Jul-18,2018,2018-07-28T00:00:00,-27.6609488,153.1983466,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,10 Annkoh Court,4130,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
497,A 66545,SPARROW,Jul-18,2018,2018-07-24T00:00:00,-27.4307581,152.3743033,,Adult (More than 4kg),,In tree,FALSE,Hospital,,197 Main Green Swamp Road,4311,Lockyer Valley Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
416,A 66543,MIKE,Jul-18,2018,2018-07-05T00:00:00,-27.6283816,152.8546972,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,3 Connolly Court,4301,Ipswich City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
430,A 64355,DOA,Jul-18,2018,2018-07-10T00:00:00,-27.6903195,152.7610257,,Adult (More than 4kg),,On ground,FALSE,Hospital,,24 Winland Drive,4306,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
462,A 66544,SEBASTIAN,Jul-18,2018,2018-07-17T00:00:00,-27.6394278,152.6363579,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,McGeary Road,4306,Ipswich City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
477,A 63059,DOA,Jul-18,2018,2018-07-21T00:00:00,-27.646283,152.68822,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Ipswich Rosewood Road,4306,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
490,A 66115,ROBYN,Jul-18,2018,2018-07-23T00:00:00,-27.7175048,152.4595128,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,617 Grandchester Mount Mort Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
494,A 66114,DEEJ,Jul-18,2018,2018-07-23T00:00:00,-27.7176448,152.4601224,HVWC,Adult (More than 4kg),,In tree,TRUE,Other,HVWC,617 Grandchester Mount Mort Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
510,A 64358,DOA,Jul-18,2018,2018-07-27T00:00:00,-27.6179666,152.8703037,,Adult (More than 4kg),,On ground,FALSE,Hospital,,31 Kruger Parade,4301,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,TRUE,,
517,A 66997,WINSTON,Jul-18,2018,2018-07-30T00:00:00,-27.6063167,152.7224853,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Ipswich Road,4305,Ipswich City ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,80,FALSE,,
500,A 62532,ANNIE,Jul-18,2018,2018-07-25T00:00:00,-26.2062476,152.4427233,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,37 Little Road,4570,Gympie Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
504,A 62533,BRIAN JNR,Jul-18,2018,2018-07-25T00:00:00,-26.1269945,152.8685801,,Sub-Adult (2-4kg),,In captivity,FALSE,Hospital,,240 Counter Road,4570,Gympie Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
403,A 65289,CHARLIE,Jul-18,2018,2018-07-01T00:00:00,-28.1288397,153.4371821,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Larch Street,4228,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
409,A 65291,JOE,Jul-18,2018,2018-07-03T00:00:00,-27.8337643,153.3760446,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Josephine Lane,4209,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
411,A 65293,NESSIE,Jul-18,2018,2018-07-04T00:00:00,-28.1711788,153.4199829,CWS,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,463 Trees Road,4228,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
426,A 67158,LEO,Jul-18,2018,2018-07-09T00:00:00,-27.8983101,153.3176031,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,66 Siganto Drive,4212,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
429,A 57280,DOA,Jul-18,2018,2018-07-10T00:00:00,-28.0948927,153.344826,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,26 Tarrant Drive,4213,Gold Coast City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,FALSE,,
432,A 67171,RAY,Jul-18,2018,2018-07-10T00:00:00,-28.1493764,153.4584873,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Billabong Court,4223,Gold Coast City ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE,,
438,A 67169,LANDERS,Jul-18,2018,2018-07-12T00:00:00,-28.1589085,153.4561562,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,12 Landers Lane,4223,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
440,A 67168,HUNTER,Jul-18,2018,2018-07-12T00:00:00,-27.9507547,153.2408424,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,170 Lynwood Drive,4210,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
443,A 67167,DOA,Jul-18,2018,2018-07-13T00:00:00,-28.095057,153.329322,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,410 Springbrook Road,4213,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
446,A 67178,KEYS,Jul-18,2018,2018-07-14T00:00:00,-27.9228664,153.384731,CWS,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Harbour Keys Drive,4216,Gold Coast City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
467,A 67179,SMOKEY,Jul-18,2018,2018-07-19T00:00:00,-28.0621179,153.2598588,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Nerang Murwillumbah Road,4211,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
469,A 67180,SIERRA,Jul-18,2018,2018-07-20T00:00:00,-28.1500926,153.4502116,CWS,Adult (More than 4kg),,In captivity,FALSE,Hospital,,142 Simpsons Road,4221,Gold Coast City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
471,A 67245,ARIES,Jul-18,2018,2018-07-20T00:00:00,-27.9919822,153.3373052,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Nerang Street,4211,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,
479,a 67247,BABY OF DELORES,Jul-18,2018,2018-07-21T00:00:00,-28.0934051,153.4555264,CWS,Young (up to 2kg),,Other,FALSE,Hospital,,11 Hayle Street,4220,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
480,A 67248,DELORES,Jul-18,2018,2018-07-21T00:00:00,-28.0934051,153.4555264,CWS,Adult (More than 4kg),,On ground,TRUE,Hospital,,11 Hayle Street,4220,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
482,A 67249,EMIL,Jul-18,2018,2018-07-22T00:00:00,-28.1774932,153.4538658,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,174 Piggabeen Road,4223,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
487,A 67173,POPPI,Jul-18,2018,2018-07-22T00:00:00,-27.9655633,153.2448153,CWS,Sub-Adult (2-4kg),,In captivity,FALSE,Hospital,,172 Heritage Drive,4211,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,
488,A 67250,CARMEL,Jul-18,2018,2018-07-23T00:00:00,-28.104,153.436,CWS,Sub-Adult (2-4kg),,In tree,FALSE,Hospital,,12 Lads Ridge Road,4220,Gold Coast City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,
491,A 67172,RORY,Jul-18,2018,2018-07-23T00:00:00,-28.0981537,153.4457648,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,32 Bunyip Street,4220,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
498,A 67181,MIA,Jul-18,2018,2018-07-24T00:00:00,-28.1436393,153.4463639,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,4 Acmena Court,4221,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
502,A 67185,NAT,Jul-18,2018,2018-07-25T00:00:00,-27.8395422,153.3718645,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,17 Tradition Place,4209,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
509,A 67187,DOA,Jul-18,2018,2018-07-27T00:00:00,-28.1560031,153.4581364,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,171 Galleon Way,4223,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
513,A 67186,DOA,Jul-18,2018,2018-07-28T00:00:00,-28.1601401,153.4487263,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,200 Tierney Drive,4223,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
452,A 65128,BALLANTYNE,Jul-18,2018,2018-07-15T00:00:00,-25.3549062,152.8779985,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Booral Bingham Road,4655,Fraser Coast Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
466,A 65130,BRAX,Jul-18,2018,2018-07-19T00:00:00,-25.2924452,152.842482,,Adult (More than 4kg),,In tree,FALSE,Hospital,,14 Hoberg Court,4655,Fraser Coast Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
404,A 67112,HARRISON,Jul-18,2018,2018-07-01T00:00:00,-27.5277746,153.1012587,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,116 Blackberry Street,4122,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
420,A 67115,GRANT,Jul-18,2018,2018-07-07T00:00:00,-27.5400111,153.0777177,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,53 Gosford Street,4122,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
436,A 67118,THEODORE,Jul-18,2018,2018-07-11T00:00:00,-27.5300073,153.095676,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,407 Creek Road,4122,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
456,A 66988,BEVERLY,Jul-18,2018,2018-07-16T00:00:00,-27.5242746,153.1013203,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Blackberry Street,4122,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
460,A 67121,BRIAN,Jul-18,2018,2018-07-17T00:00:00,-27.5140221,153.0707003,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,25 Newbolt Street,4121,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
468,A 67123,DAMIEN,Jul-18,2018,2018-07-20T00:00:00,-27.5911096,153.130928,RSPCA,Adult (More than 4kg),,Other,FALSE,Hospital,,5 Quantock Court,4123,Brisbane City ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
475,A 67122,KIRI,Jul-18,2018,2018-07-20T00:00:00,-27.5166988,153.073307,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Cavandish Road,4122,Brisbane City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
483,A 66990,CHRISTINA,Jul-18,2018,2018-07-22T00:00:00,-27.4849486,152.9522044,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Honey Eater Track,4066,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
489,A 67124,CHANTEL,Jul-18,2018,2018-07-23T00:00:00,-27.5093495,153.0784271,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Whites Hill Reserve,4152,Brisbane City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
492,A 67125,COCO,Jul-18,2018,2018-07-23T00:00:00,-27.5098147,153.0824325,RSPCA,Young (up to 2kg),,In captivity,FALSE,Hospital,,Whites Hill Reserve,4152,Brisbane City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,mum admitted to RSPCA with engorged teat.
503,A 67129,CARTER,Jul-18,2018,2018-07-25T00:00:00,-27.5237207,153.0834016,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,52 Carrara Street,4122,Brisbane City ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
506,A 67130,LEONIE,Jul-18,2018,2018-07-26T00:00:00,-27.5234124,153.0860884,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,913 Cavendish Road,4122,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
522,A 67135,DANITA,Jul-18,2018,2018-07-31T00:00:00,-27.532803,153.1090888,RSPCA,Adult (More than 4kg),,Other,FALSE,Hospital,,Tones Road,4122,Brisbane City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
593,A 67068,CYPRESS,Aug-18,2018,2018-08-12T00:00:00,-28.0171214,151.058745,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,14 Cypress Avenue,4357,Toowoomba Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
595,A 61598,JACK,Aug-18,2018,2018-08-13T00:00:00,-27.3623638,151.7375488,,Young (up to 2kg),,In captivity,FALSE,Hospital,,804 Oakey Cooyar Road,4401,Toowoomba Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
